amuser	0.6000000000000001
amusers	0.8
amuses	1.2
amusia	-0.2
amusias	-0.9
amusing	1.1
amusingly	0.30000000000000004
amusingness	1.3
amusive	1.2
anger	-3.2
angered	-2.8
angering	-2.7
angerly	-2.4
angers	-2.8
angrier	-2.8
angriest	-3.6
angrily	-2.3
angriness	-2.2
angry	-2.8
anguish	-3.4
anguished	-2.3
anguishes	-2.6
anguishing	-3.2
animosity	-2.4
annoy	-2.4
annoyance	-1.8
annoyances	-2.3
annoyed	-2.1
annoyer	-2.7
annoyers	-2.0
annoying	-2.2
annoys	-2.3
antagonism	-2.4
antagonisms	-1.7
antagonist	-2.4
antagonistic	-2.2
antagonistically	-2.7
antagonists	-2.2
antagonize	-2.5
antagonized	-1.9
antagonizes	-1.0
antagonizing	-3.2
anti	-1.8
anticipation	-0.09999999999999998
anxieties	-1.1
anxiety	-1.2
anxious	-1.5
anxiously	-1.4
anxiousness	-1.5
aok	1.5
apathetic	-1.7
apathetically	-0.9
apathies	-1.1
apathy	-1.7
apeshit	-1.4
apocalyptic	-3.9
apologise	1.1
apologised	-0.09999999999999998
apologises	0.30000000000000004
apologising	-0.3
apologize	-0.09999999999999998
apologized	0.8
apologizes	1.0
apologizing	-0.8
apology	-0.3
appall	-2.9
appalled	-2.5
appalling	-2.0
appallingly	-2.5
appalls	-2.4
appease	0.6000000000000001
appeased	0.4
appeases	0.4
appeasing	0.5
applaud	1.5
applauded	1.0
applauding	1.6
applauds	0.8999999999999999
applause	1.3
appreciate	1.2
appreciated	1.7999999999999998
appreciates	1.7999999999999998
appreciating	1.4
appreciation	1.7999999999999998
appreciations	1.2
appreciative	2.1
appreciatively	1.3
appreciativeness	1.1
appreciator	2.1
appreciators	1.0
appreciatory	1.2
apprehensible	0.6000000000000001
apprehensibly	-0.7
apprehension	-2.6
apprehensions	-1.4
apprehensively	-0.8
apprehensiveness	-1.2
approval	1.6
approved	1.3
approves	1.2
ardent	1.6
arguable	-1.5
arguably	-1.5
argue	-1.9
argued	-2.0
arguer	-2.1
arguers	-1.9
argues	-2.1
arguing	-2.5
argument	-2.0
argumentative	-2.0
argumentatively	-2.3
argumentive	-2.0
arguments	-2.2
arrest	-1.9
arrested	-2.6
arrests	-2.4
arrogance	-2.9
arrogances	-2.4
arrogant	-2.7
arrogantly	-2.3
ashamed	-2.6
ashamedly	-2.2
ass	-3.0
assassination	-3.4
assassinations	-3.2
assault	-3.3
assaulted	-2.9
assaulting	-2.8
assaultive	-3.3
assaults	-3.0
asset	1.0
assets	0.19999999999999996
assfucking	-3.0
assholes	-3.3
assurance	0.8999999999999999
assurances	0.8999999999999999
assure	0.8999999999999999
assured	1.0
assuredly	1.1
assuredness	0.8999999999999999
assurer	0.4
assurers	0.6000000000000001
assures	0.8
assurgent	0.8
assuring	1.1
assuror	0.0
assurors	0.19999999999999996
astonished	1.1
astound	1.2
astounded	1.3
astounding	1.3
astoundingly	1.6
astounds	1.6
attachment	0.7
attachments	0.6000000000000001
attack	-2.6
attacked	-2.5
attacker	-3.2
attackers	-3.2
attacking	-2.5
attacks	-2.4
attract	1.0
attractancy	0.4
attractant	0.8
attractants	0.8999999999999999
attracted	1.3
attracting	1.6
attraction	1.5
attractions	1.3
attractive	1.4
attractively	1.7000000000000002
attractiveness	1.3
attractivenesses	1.6
attractor	0.7
attractors	0.7
attracts	1.2
audacious	0.4
authority	-0.2
aversion	-2.4
aversions	-1.6
aversive	-2.1
aversively	-1.3
avert	-1.2
averted	-0.8
averts	-0.9
avid	0.7
avoid	-1.7
avoidance	-2.2
avoidances	-1.6
avoided	-1.9
avoider	-2.3
avoiders	-1.9
avoiding	-1.9
avoids	-1.2
await	-0.09999999999999998
awaited	-0.6
awaits	-0.2
award	2.0
awardable	1.9
awarded	1.2
awardee	1.3
awardees	0.7
awarder	0.4
awarders	0.8
awarding	1.4
awards	1.5
awesome	2.6
awful	-2.5
awkward	-1.1
awkwardly	-1.8
awkwardness	-1.2
axe	-0.9
axed	-1.8
backed	-0.4
backing	-0.4
backs	-0.7
bad	-3.0
badass	0.8999999999999999
badly	-2.6
bailout	-0.9
bamboozle	-2.0
bamboozled	-2.0
bamboozles	-2.0
ban	-3.1
banish	-2.4
bankrupt	-3.1
bankster	-2.6
banned	-2.5
bargain	0.30000000000000004
barrier	-1.0
bashful	-0.6
bashfully	-0.3
bashfulness	-1.3
bastard	-3.0
bastardies	-2.3
bastardise	-2.6
bastardised	-2.8
bastardises	-2.8
bastardising	-3.1
bastardization	-2.9
bastardizations	-2.6
bastardize	-2.9
bastardized	-2.5
bastardizes	-2.3
bastardizing	-2.8
bastardly	-3.2
bastards	-3.5
bastardy	-3.2
battle	-2.1
battled	-1.7
battlefield	-2.1
battlefields	-1.4
battlefront	-1.7
battlefronts	-1.3
battleground	-2.2
battlegrounds	-1.1
battlement	-0.9
battlements	-0.9
battler	-1.3
battlers	-0.7
battles	-2.1
battleship	-0.6
battleships	-1.0
battlewagon	-0.8
battlewagons	-1.0
battling	-1.6
beaten	-2.3
beatific	1.3
beating	-2.5
beaut	1.1
beauteous	2.0
beauteously	2.1
beauteousness	2.2
beautician	0.7
beauticians	-0.09999999999999998
beauties	1.9
beautification	1.4
beautifications	1.9
beautified	1.6
beautifier	1.2
beautifiers	1.2
beautifies	1.3
beautiful	2.4
beautifuler	1.6
beautifulest	2.1
beautifully	2.2
beautifulness	2.1
beautify	1.7999999999999998
beautifying	1.7999999999999998
beauts	1.2
beauty	2.3
belittle	-2.4
belittled	-2.5
beloved	1.7999999999999998
benefic	0.8999999999999999
benefice	-0.09999999999999998
beneficed	0.6000000000000001
beneficence	2.3
