aaaaaaah	-0.02100000000000002
aaaah	0.020000000000000018
aardvark	-0.07300000000000001
aback	-0.11499999999999999
abacus	0.010000000000000009
abalone	0.0
abandon	-0.448
abandoned	-0.454
abandonment	-0.372
abashed	-0.323
abate	-0.245
abatement	-0.11199999999999999
abba	0.062000000000000055
abbey	0.07999999999999996
abbot	-0.07300000000000001
abbreviate	0.031000000000000028
abbreviation	-0.031000000000000028
abdomen	-0.031000000000000028
abdominal	-0.010000000000000009
abduct	-0.327
abduction	-0.438
aberrant	-0.354
aberration	-0.375
abeyance	-0.16999999999999998
abhor	-0.375
abhorrence	-0.33299999999999996
abhorrent	-0.271
abide	0.135
abiding	0.29600000000000004
ability	0.375
abject	-0.14600000000000002
ablation	-0.08200000000000002
ablaze	-0.26
able	0.28600000000000003
abnormal	-0.363
abnormality	-0.40800000000000003
aboard	0.19799999999999995
abode	0.12
abolish	-0.05199999999999999
abolition	-0.177
abominable	-0.38
abominate	-0.302
abomination	-0.422
aboriginal	-0.05199999999999999
abort	-0.347
abortion	-0.418
abortive	-0.41000000000000003
abound	0.20399999999999996
abovementioned	0.041000000000000036
abracadabra	0.17300000000000004
abrasion	-0.09399999999999997
abrasive	-0.10799999999999998
abreast	0.135
abroad	0.17700000000000005
abrogate	-0.173
abrupt	-0.22899999999999998
abruptly	-0.25
abscess	-0.346
absence	-0.347
absent	-0.323
absentee	-0.265
absenteeism	-0.09599999999999997
absinthe	-0.019000000000000017
absolute	0.026000000000000023
absolution	0.21499999999999997
absolve	0.18400000000000005
absorb	-0.031000000000000028
absorbed	-0.010000000000000009
absorbent	0.052000000000000046
absorbing	-0.010000000000000009
absorption	0.10899999999999999
abstain	-0.11499999999999999
abstention	-0.22899999999999998
abstinence	-0.24
abstract	-0.062
abstraction	-0.031000000000000028
absurd	-0.312
absurdity	-0.385
abundance	0.31200000000000006
abundant	0.45799999999999996
abuse	-0.429
abused	-0.479
abusive	-0.375
abutment	0.0
aby	-0.11499999999999999
abysmal	-0.25
abyss	-0.14700000000000002
academic	0.281
academy	0.20399999999999996
accede	0.19799999999999995
accelerant	0.14300000000000002
accelerate	0.11499999999999999
accelerated	0.10999999999999999
acceleration	0.20399999999999996
accelerator	0.09299999999999997
accent	0.09799999999999998
accentuate	0.17300000000000004
accept	0.347
acceptable	0.31200000000000006
acceptance	0.33299999999999996
acceptances	0.347
access	0.21399999999999997
accessible	0.29600000000000004
accession	0.11199999999999999
accessory	0.062000000000000055
accident	-0.375
accidental	-0.181
accidentally	-0.16699999999999998
acclaim	0.062000000000000055
accolade	0.18799999999999994
accommodate	0.344
accommodation	0.31699999999999995
accompaniment	0.24
accompany	0.33299999999999996
accompanying	0.28700000000000003
accomplice	-0.09200000000000003
accomplish	0.42900000000000005
accomplished	0.37
accomplishment	0.41700000000000004
accord	0.398
accordance	0.15900000000000003
accordion	0.10399999999999998
account	0.031000000000000028
accountability	0.255
accountable	0.20899999999999996
accountant	0.125
accounting	0.052000000000000046
accounts	0.09199999999999997
accredited	0.16900000000000004
accretion	-0.05199999999999999
accrue	0.020000000000000018
accueil	-0.04999999999999999
accumulate	0.07299999999999995
accumulation	-0.02100000000000002
accuracy	0.10399999999999998
accurate	0.243
accursed	-0.365
accusation	-0.427
accusative	-0.302
accuse	-0.367
accused	-0.37
accuser	-0.378
accusing	-0.344
accustomed	0.04200000000000004
ace	0.14300000000000002
acetic	-0.16699999999999998
acetylene	-0.194
ache	-0.354
achieve	0.31599999999999995
achieved	0.396
achievement	0.396
aching	-0.447
achy	-0.33299999999999996
acid	-0.235
acidity	-0.344
acknowledge	0.28600000000000003
acknowledged	0.21399999999999997
acknowledgement	0.31899999999999995
acknowledgment	0.29600000000000004
acme	-0.09200000000000003
acne	-0.33299999999999996
acorn	-0.05199999999999999
acoustic	0.04200000000000004
acoustics	0.11099999999999999
acquaint	0.14600000000000002
acquaintance	0.15600000000000003
acquainted	0.406
acquiescence	0.04200000000000004
acquire	0.33299999999999996
acquiring	0.235
acquisition	0.19799999999999995
acquisitions	0.273
acquit	0.08299999999999996
acquittal	0.26
acre	0.08299999999999996
acreage	0.241
acres	0.010000000000000009
acrobat	0.20799999999999996
acrylic	0.08199999999999996
act	0.15600000000000003
acting	0.19799999999999995
action	0.26
action figure	0.11499999999999999
actionable	0.17300000000000004
activate	0.264
activation	0.281
active	0.347
activist	0.031000000000000028
activity	0.20099999999999996
actor	0.15300000000000002
actress	0.133
actual	0.22899999999999998
actuality	0.25
actuary	0.010000000000000009
acuity	-0.031000000000000028
acumen	0.06399999999999995
acupuncture	0.031000000000000028
acute	-0.07300000000000001
acutely	-0.08300000000000002
ad	0.02100000000000002
adage	0.017000000000000015
adamant	-0.15600000000000003
adapt	0.24
adaptable	0.235
adaptation	0.16300000000000003
add	0.22799999999999998
added	0.062000000000000055
addendum	-0.10799999999999998
adder	-0.11199999999999999
addict	-0.425
addicted	-0.344
addiction	-0.32
addictive	-0.198
addition	0.062000000000000055
additional	0.17300000000000004
additive	0.061000000000000054
address	0.15000000000000002
addressee	0.122
addresses	0.010000000000000009
adept	0.09399999999999997
adequacy	0.11499999999999999
adequate	0.354
adhere	0.133
adherence	0.26
adherent	0.061000000000000054
adhering	0.11199999999999999
adhesion	0.02100000000000002
adhesive	0.10399999999999998
adieu	-0.25
adipose	-0.16699999999999998
adjacency	-0.135
adjacent	0.14500000000000002
adjective	0.06999999999999995
adjoining	0.020000000000000018
adjourn	-0.11499999999999999
adjournment	-0.062
adjudicate	0.05900000000000005
adjudication	0.051000000000000045
